Período;Região;Instituição;Vermelha;Laranja;Amarela;Verde;Azul;Branca;SemTriagem;TotalAtendimentos
2026-05;Região de Saúde LVT;Hospital de Cascais, PPP;162;6470;19826;24710;406;23;0;51597
2026-05;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;200;6070;25167;14223;556;2035;210;48251
2026-05;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;57;1862;17868;7278;138;823;22;28026
2026-05;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;216;6520;25465;8557;645;542;74;41945
2026-05;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;264;9275;42349;9832;956;3823;172;66499
2026-05;Região de Saúde Norte;ULS Matosinhos;147;5365;17465;5145;1146;70;3918;29338
2026-05;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;266;5780;30352;20616;377;2215;147;59606
2026-05;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;68;2045;14416;10377;458;767;33;28131
2026-05;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;403;6533;36447;17047;760;1148;258;62338
2026-05;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;235;7185;38722;18018;1966;10;4692;66136
2026-05;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;115;4430;21380;10001;613;95;6682;36634
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;283;5843;34048;9241;1236;926;3218;51577
2026-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;136;5430;16752;15073;794;1598;120;39783
2026-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;106;3383;16092;14160;361;1057;53;35159
2026-05;Região de Saúde do Alentejo;ULS Litoral Alentejano;94;2848;15276;15312;613;1005;0;35148
2026-05;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;196;7468;30379;17388;628;588;2807;56647
2026-05;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;606;14508;55576;23809;912;1909;227;97320
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;287;9593;46524;9236;401;75;64;66116
2026-05;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;150;4151;20545;23706;1198;1560;3582;51310
2026-05;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;163;4686;24173;20238;599;1886;396;51745
2026-05;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;410;11444;40877;16885;891;2800;4675;73307
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;358;7588;41827;22150;279;3040;414;75242
2026-05;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;421;10036;33604;24750;1014;1055;1372;70880
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;194;8002;54713;21840;502;2588;4;87839
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;217;5881;44286;15862;557;1712;578;68515
2026-05;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;470;17357;65619;52161;2360;3838;1352;141805
2026-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;102;4785;24092;23129;645;4727;233;57480
2026-05;Região de Saúde do Alentejo;ULS Baixo Alentejo;125;4916;24531;14514;504;548;69;45138
2026-05;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;60;2419;14336;6669;60;403;61;23947
2026-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;141;3679;28409;6090;285;1598;95;40202
2026-05;Região de Saúde do Centro;ULS Guarda;133;3664;20855;14758;753;514;42;40677
2026-05;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;149;2805;14608;8166;451;6;78;26185
2026-05;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;323;7151;29652;18606;921;1943;2147;58596
2026-05;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;329;11163;30139;42638;1462;2088;997;87819
2026-05;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;61;2133;11063;11625;591;231;6;25704
2026-05;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;497;10092;39152;14284;2507;0;38373;66532
2026-05;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;367;6921;51965;27540;1780;1555;1641;90128
2026-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;254;7406;34603;16274;397;1249;13;60183
2026-05;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;131;3575;23455;9315;481;1292;214;38249
2026-05;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;143;4683;28191;8916;286;990;0;43209
2026-04;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;90;3477;16777;7848;481;75;5244;28748
2026-04;Região de Saúde Norte;ULS Matosinhos;118;4262;13721;3977;951;46;3106;23075
2026-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;213;5971;27321;12754;323;1020;10;47602
2026-04;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;101;2845;18348;7170;364;1163;180;29991
2026-04;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;339;9451;33512;14241;860;2225;4064;60628
2026-04;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;58;1632;11388;8211;377;612;25;22278
2026-04;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;260;5810;23797;14628;716;1620;884;46831
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;55;1707;8712;9075;431;188;4;20168
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;218;7638;36249;7312;311;60;49;51788
2026-04;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;128;3373;16415;18638;927;1253;2821;40734
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;224;4580;26260;7206;945;684;3054;39899
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;179;4703;35082;12235;428;1353;274;53980
2026-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;110;4292;13180;11826;604;1266;97;31278
2026-04;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;50;1910;11165;5126;51;307;48;18609
2026-04;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;226;4618;23761;16280;295;1722;116;46902
2026-04;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;160;4874;19610;11297;430;1608;206;37979
2026-04;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;43;1464;13905;5664;99;640;16;21815
2026-04;Região de Saúde do Centro;ULS Guarda;111;2954;16685;11572;603;426;37;32351
2026-04;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;122;2247;11320;6693;350;4;60;20736
2026-04;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;215;7522;33276;7477;737;3020;132;52247
2026-04;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;375;13592;51185;40909;1857;2974;1019;110892
2026-04;Região de Saúde do Alentejo;ULS Baixo Alentejo;98;3869;19210;11310;408;435;58;35330
2026-04;Região de Saúde do Alentejo;ULS Litoral Alentejano;79;2246;11954;12054;474;779;0;27586
2026-04;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;120;3735;22171;7046;228;752;0;34052
2026-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;111;2947;22713;4866;237;1308;81;32182
2026-04;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;331;5279;28633;13336;591;946;208;49116
2026-04;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;259;8944;23737;33190;1166;1629;901;68925
2026-04;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;475;11502;43701;18656;710;1530;183;76574
2026-04;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;323;8034;26534;19239;798;833;1122;55761
2026-04;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;399;8072;30869;11009;1968;0;30243;52317
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;155;6464;43307;17090;400;2071;3;69487
2026-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;81;2710;12706;10953;267;851;41;27568
2026-04;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;142;3790;19172;15952;482;1535;329;41073
2026-04;Região de Saúde LVT;Hospital de Cascais, PPP;138;5101;15549;19443;315;23;0;40569
2026-04;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;181;5246;19947;6608;499;413;74;32894
2026-04;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;283;5927;31825;16962;226;2363;322;57586
2026-04;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;194;6530;26684;16188;1761;9;4537;51366
2026-04;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;297;5494;41174;21699;1376;1171;1308;71211
2026-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;75;3830;18973;18064;512;3638;183;45092
2026-04;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;154;6033;23771;13366;491;491;2089;44306
2026-03;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;49;1241;8362;6259;291;463;19;16665
2026-03;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;221;4130;30280;15671;973;828;1011;52103
2026-03;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;296;10060;37906;30298;1357;2163;775;82080
2026-03;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;272;3925;21150;9684;420;724;159;36175
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;197;4443;17371;10328;447;1200;91;33986
2026-03;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;138;4876;19483;11520;1316;8;3758;37341
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;159;5599;26508;5447;216;41;34;37970
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;64;2463;11886;5560;341;53;3715;20367
2026-03;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;297;6021;22642;8117;1496;0;22534;38573
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;138;3526;26028;8990;300;1018;223;40000
2026-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;69;2010;9444;8060;205;605;31;20393
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;170;4427;20296;9448;240;748;10;35329
2026-03;Região de Saúde do Alentejo;ULS Baixo Alentejo;76;2916;14145;8459;302;337;47;26235
2026-03;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;67;2144;13386;5078;267;1011;146;21953
2026-03;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;188;3494;17595;12043;213;1329;90;34862
2026-03;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;123;4633;17665;9645;335;377;1392;32778
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;263;7027;24571;10502;625;1600;2992;44588
2026-03;Região de Saúde LVT;Hospital de Cascais, PPP;108;3962;11463;14464;240;21;0;30258
2026-03;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;125;3701;14504;8440;318;1170;149;28258
2026-03;Região de Saúde do Centro;ULS Guarda;87;2292;12493;8671;442;326;30;24311
2026-03;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;95;1681;8264;5274;269;3;37;15586
2026-03;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;344;8691;32374;13784;514;1153;127;56860
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;101;2520;12314;13729;651;894;2077;30209
2026-03;Região de Saúde Norte;ULS Matosinhos;93;3256;10147;2955;717;28;2305;17196
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;162;3334;19068;5155;642;493;2745;28854
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;127;4921;31831;12800;282;1501;3;51462
2026-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;95;3235;9723;8794;443;977;65;23267
2026-03;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;107;2866;14276;11950;367;1169;259;30735
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;95;2737;16231;5207;166;503;0;24939
2026-03;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;31;1121;10225;4223;65;463;9;16128
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;224;4613;24164;12860;182;1796;244;43839
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;62;2933;14109;13409;375;2683;137;33571
2026-03;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40;1419;8208;3755;35;219;35;13676
2026-03;Região de Saúde do Alentejo;ULS Litoral Alentejano;57;1669;8873;8963;322;556;0;20440
2026-03;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;146;4019;14690;4837;351;312;59;24355
2026-03;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;154;5693;24519;5404;524;2232;92;38526
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;202;6732;17707;24306;904;1166;772;51017
2026-03;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;43;1230;6465;6683;312;137;4;14870
2026-03;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;230;5978;19653;14304;578;611;818;41354
2026-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;78;2242;17002;3720;180;977;61;24199
2026-02;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;34;799;5414;4113;189;270;12;10819
2026-02;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;25;766;6521;2749;49;318;3;10428
2026-02;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;171;2566;13337;5965;239;525;103;22803
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;72;1620;7803;8546;418;585;1315;19044
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;88;3208;20759;8096;173;970;2;33294
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;82;2298;16167;5364;171;673;122;24755
2026-02;Região de Saúde do Alentejo;ULS Litoral Alentejano;37;1100;5593;5669;195;361;0;12955
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;172;4470;15372;6471;416;935;1898;27836
2026-02;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;68;1094;5140;3572;164;1;26;10039
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;149;4305;11185;15032;577;713;641;31961
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;145;3877;12379;8902;394;413;524;26110
2026-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;42;1375;6050;5221;127;386;21;13201
2026-02;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;26;940;5142;2317;23;143;27;8591
2026-02;Região de Saúde do Centro;ULS Guarda;61;1511;7947;5703;270;192;20;15684
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;120;2768;10835;6309;282;762;49;21076
2026-02;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;193;3786;14488;5001;886;0;14141;24354
2026-02;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;148;2678;19718;9882;653;532;681;33611
2026-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;67;2106;6131;5809;296;659;42;15068
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;46;1323;8393;3009;164;752;104;13687
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;137;2375;11122;7627;145;853;55;22259
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;52;1493;11292;2423;115;650;42;16025
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;77;3044;11097;5821;216;250;781;20505
2026-02;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;113;2695;9343;3057;214;200;36;15622
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;33;794;4096;4069;190;92;4;9274
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;149;3037;15735;8140;134;1201;163;28396
2026-02;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;51;1623;7703;3630;226;36;2571;13269
2026-02;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;75;1827;9163;7655;260;794;166;19774
2026-02;Região de Saúde do Alentejo;ULS Baixo Alentejo;58;1923;8926;5520;188;203;33;16818
2026-02;Região de Saúde LVT;Hospital de Cascais, PPP;69;2560;7314;9278;163;17;0;19401
2026-02;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;86;2378;9135;5373;214;754;91;17940
2026-02;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;104;3688;15536;3288;328;1438;61;24382
2026-02;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;225;5558;20479;8683;314;769;49;36028
2026-02;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;83;3196;12401;7201;856;4;2637;23741
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;98;3653;16598;3244;112;23;13;23728
2026-02;Região de Saúde Norte;ULS Matosinhos;67;2147;6469;1829;467;15;1499;10994
2026-02;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;103;2159;11749;3071;290;297;2562;17669
2026-02;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;200;6535;24518;19296;833;1414;605;52796
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;37;1886;9000;8534;277;1718;74;21452
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;115;2883;12761;6099;146;494;4;22498
2026-02;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;64;1795;10202;3360;122;303;0;15846
2026-01;Região de Saúde LVT;Hospital de Cascais, PPP;32;1357;3681;4711;94;9;0;9884
2026-01;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;13;433;3355;1401;19;171;2;5392
2026-01;Região de Saúde do Centro;ULS Guarda;36;863;4285;3083;137;84;12;8488
2026-01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;76;1542;4802;1617;116;85;19;8238
2026-01;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;99;1380;6942;3157;135;285;63;11998
2026-01;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;128;2972;10648;4508;177;450;49;18883
2026-01;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;52;1732;6504;3898;457;3;1168;12646
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;52;1965;8249;1572;52;6;10;11896
2026-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;44;1229;3229;3196;153;364;24;8215
2026-01;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;109;3488;12899;9987;451;715;258;27649
2026-01;Região de Saúde do Alentejo;ULS Litoral Alentejano;21;643;3081;3088;115;178;0;7126
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;36;1012;5323;1633;47;139;0;8190
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;86;2330;7844;3323;200;521;959;14304
2026-01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41;604;2461;1825;93;0;13;5024
2026-01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;60;1551;5573;3062;136;414;17;10796
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;69;1255;7270;5400;76;601;86;14671
2026-01;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;93;2061;7511;2521;420;0;7331;12606
2026-01;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;75;1282;5864;4073;67;468;31;11829
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;19;427;2068;2098;92;40;2;4744
2026-01;Região de Saúde Norte;ULS Matosinhos;33;1114;3224;902;232;5;828;5510
2026-01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;80;2029;6349;4420;201;214;264;13293
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;55;1727;11299;4288;81;483;2;17933
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;21;1043;4691;4234;128;898;27;11015
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;67;1537;6647;3113;64;252;3;11680
2026-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;52;1661;5849;3133;130;148;395;10973
2026-01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;22;437;2875;2205;75;120;6;5734
2026-01;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;78;2309;5596;7485;283;375;440;16126
2026-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;31;866;3867;4388;245;308;684;9705
2026-01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;31;820;3777;1799;130;13;1436;6570
2026-01;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;71;1407;10209;5245;370;298;357;17600
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;41;1238;8341;2735;86;357;66;12798
2026-01;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;17;517;2805;1215;12;71;20;4637
2026-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;23;701;4336;1462;92;360;63;6974
2026-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;28;806;6319;1308;70;317;29;8848
2026-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;41;1319;4722;2791;105;389;77;9367
2026-01;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;55;2020;8025;1630;168;739;32;12637
2026-01;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;58;1144;5980;1555;128;130;1459;8995
2026-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;26;758;3172;2850;67;199;11;7072
2026-01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;39;1014;4706;4092;157;399;93;10407
2026-01;Região de Saúde do Alentejo;ULS Baixo Alentejo;40;1022;4622;3061;86;115;19;8946
2025-12;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;450;14035;57792;37279;1571;4378;5294;115505
